,Date,Company,price,GSVI,GSVI t-1,A_GSVI,returns,returns t-1,returns^2,volatilities,volumes,Mkt-RF,SMB,HML,RMW,CMA
800,12/7/2020,SIRI,5.880000114,37,55,0.018349139,-0.01491331,-0.006557394,0.000222407,0.015097643,81074500,1.11,-0.05,0.11,0.42,0.09
808,12/14/2020,SIRI,5.880000114,17,37,0,-0.041414619,-0.011155817,0.001715171,0.047127714,7418900,1.11,-0.05,0.11,0.42,0.09
816,12/21/2020,SIRI,5.980000019,52,17,0.060624622,-0.051213191,-0.04228572,0.002622791,0.051653396,5184500,1.11,-0.05,0.11,0.42,0.09
824,12/28/2020,SIRI,5.980000019,47,52,0.190043603,-0.019036238,0.002281855,0.000362378,0.022945058,27692600,1.11,-0.05,0.11,0.42,0.09
832,1/4/2021,SIRI,5.980000019,9,47,-0.021053409,0.045987782,-0.015540003,0.002114876,0.036501788,4595700,1.11,-0.05,0.11,0.42,0.09
840,1/11/2021,SIRI,5.820000172,40,9,-0.200670695,-0.039602714,-0.066273285,0.001568375,0.057624148,193696000,1.11,-0.05,0.11,0.42,0.09
848,1/18/2021,SIRI,5.960000038,19,40,0.025317808,-0.020814365,0.018157662,0.000433238,0.025349078,15179400,1.11,-0.05,0.11,0.42,0.09
856,1/25/2021,SIRI,5.71999979,51,19,-0.351397887,-0.016469238,0.002962627,0.000271236,0.019939997,8497200,1.11,-0.05,0.11,0.42,0.09
864,2/1/2021,SIRI,5.480000019,34,51,-0.057158414,0.029607476,-0.01491331,0.000876603,0.029423143,117419500,1.04,-0.22,-0.38,0.15,-0.18
872,2/8/2021,SIRI,5.159999847,66,34,0,0.023116116,-0.041414619,0.000534355,0.017403021,6111800,1.04,-0.22,-0.38,0.15,-0.18
880,2/15/2021,SIRI,5.119999886,40,66,1.356441398,-0.058528708,-0.051213191,0.00342561,0.058968913,7522700,1.04,-0.22,-0.38,0.15,-0.18
888,2/22/2021,SIRI,5.559999943,87,40,-0.072320662,0.019450584,-0.019036238,0.000378325,0.015541764,28827300,1.04,-0.22,-0.38,0.15,-0.18
896,3/1/2021,SIRI,5.840000153,9,87,0.5146644,0.048843013,0.045987782,0.00238564,0.039357019,5590700,1.04,-0.22,-0.38,0.15,-0.18
904,3/8/2021,SIRI,5.840000153,38,9,-0.200670695,0.065055837,-0.039602714,0.004232262,0.047034403,189659500,1.04,-0.22,-0.38,0.15,-0.18
912,3/15/2021,SIRI,5.980000019,15,38,-0.025975486,0.0283579,-0.020814365,0.00080417,0.023823187,14597500,1.04,-0.22,-0.38,0.15,-0.18
920,3/22/2021,SIRI,5.730000019,51,15,-0.587786665,0.020320373,-0.016469238,0.000412918,0.016849615,92838600,1.04,-0.22,-0.38,0.15,-0.18
928,3/29/2021,SIRI,5.730000019,28,51,-0.057158414,0.012882613,0.029607476,0.000165962,0.01269828,90112500,-0.02,-0.01,-0.01,0.01,0
936,4/5/2021,SIRI,6.03000021,32,28,-0.194156014,0.059318743,0.023116116,0.003518713,0.053605648,8311500,-0.02,-0.01,-0.01,0.01,0
944,4/12/2021,SIRI,6.03000021,42,32,0.632522559,-0.013142678,-0.058528708,0.00017273,0.013582883,6445100,-0.02,-0.01,-0.01,0.01,0
952,4/19/2021,SIRI,6.269999981,59,42,0,-0.00852839,0.019450584,7.27E-05,0.012437209,33564100,-0.02,-0.01,-0.01,0.01,0
960,4/26/2021,SIRI,6.269999981,8,59,0.126293725,0.025756659,0.048843013,0.000663405,0.016270665,3669500,-0.02,-0.01,-0.01,0.01,0
968,5/3/2021,SIRI,6.420000076,38,8,-0.117783036,0.00812259,0.065055837,6.60E-05,0.009898845,203604000,-0.02,-0.01,-0.01,0.01,0
976,5/10/2021,SIRI,6.420000076,17,38,-0.025975486,0.026632067,0.0283579,0.000709267,0.022097354,21146400,-0.02,-0.01,-0.01,0.01,0
984,5/17/2021,SIRI,6.550000191,51,17,-0.111225635,0.01399512,0.020320373,0.000195863,0.010524361,26347100,-0.02,-0.01,-0.01,0.01,0
992,5/24/2021,SIRI,6.340000153,25,51,-0.057158414,0.022152784,0.012882613,0.000490746,0.021968451,103380700,0.08,1.16,2.63,0.14,0.39
1000,5/31/2021,SIRI,6.420000076,17,25,-0.3074847,0.028024754,0.059318743,0.000785387,0.022311659,9263900,0.08,1.16,2.63,0.14,0.39
1008,6/7/2021,SIRI,6.309999943,40,17,0,0.029375809,-0.013142678,0.000862938,0.028935604,4787800,0.08,1.16,2.63,0.14,0.39
1016,6/14/2021,SIRI,6.309999943,58,40,-0.048790164,-0.056507293,-0.00852839,0.003193074,0.060416112,47586700,0.08,1.16,2.63,0.14,0.39
1024,6/21/2021,SIRI,6.369999886,7,58,0.03509132,-0.07764023,0.025756659,0.006028005,0.087126224,3518600,0.08,1.16,2.63,0.14,0.39
1032,6/28/2021,SIRI,5.909999847,37,7,-0.251314428,0.075143752,0.00812259,0.005646583,0.057122318,276921500,0.08,1.16,2.63,0.14,0.39
1040,7/5/2021,SIRI,5.800000191,13,37,-0.052643733,0.019634478,0.026632067,0.000385513,0.015099765,41349700,0.08,1.16,2.63,0.14,0.39
1048,7/12/2021,SIRI,5.96999979,55,13,-0.268263987,0.003153582,0.01399512,9.95E-06,0.000317177,36235700,0.08,1.16,2.63,0.14,0.39
1056,7/19/2021,SIRI,6.260000229,37,55,0,-0.020554026,0.022152784,0.000422468,0.020738359,144056500,-0.18,0.76,0.36,-0.31,0.02
1064,7/26/2021,SIRI,6.260000229,29,37,0,-0.029528359,0.028024754,0.000871924,0.035241455,10925600,-0.18,0.76,0.36,-0.31,0.02
1072,8/2/2021,SIRI,6.110000134,46,29,0.534082486,0.067613393,0.029375809,0.004571571,0.067173188,7313800,-0.18,0.76,0.36,-0.31,0.02
1080,8/9/2021,SIRI,6.090000153,59,46,0.090971778,-0.004541727,-0.056507293,2.06E-05,0.008450546,43068900,-0.18,0.76,0.36,-0.31,0.02
1088,8/16/2021,SIRI,6.090000153,8,59,0.017094433,0.007989404,-0.07764023,6.38E-05,0.001496591,3968900,-0.18,0.76,0.36,-0.31,0.02
1096,8/23/2021,SIRI,6.090000153,38,8,-0.117783036,-0.018855286,0.075143752,0.000355522,0.03687672,204782500,-0.18,0.76,0.36,-0.31,0.02
1104,8/30/2021,SIRI,6.010000229,16,38,0,-0.022944681,0.019634478,0.000526458,0.027479394,31506700,-0.18,0.76,0.36,-0.31,0.02
1112,9/6/2021,SIRI,6.010000229,56,16,-0.060624622,0.014876139,0.003153582,0.0002213,0.011405381,25929900,-0.18,0.76,0.36,-0.31,0.02
1120,9/13/2021,SIRI,5.849999905,33,56,0.018018506,-0.00801932,-0.020554026,6.43E-05,0.008203653,144056500,-0.04,0.05,0.46,0.22,0.38
1128,9/20/2021,SIRI,5.889999866,27,33,-0.029852963,-0.029005961,-0.029528359,0.000841346,0.034719057,10925600,-0.04,0.05,0.46,0.22,0.38
1136,9/27/2021,SIRI,6.159999847,37,27,0,-0.029544008,0.067613393,0.000872848,0.029984213,7313800,-0.04,0.05,0.46,0.22,0.38
1144,10/4/2021,SIRI,6.079999924,65,37,-0.077961541,-0.019054566,-0.004541727,0.000363076,0.022963385,43068900,-0.04,0.05,0.46,0.22,0.38
1152,10/11/2021,SIRI,6.21999979,7,65,0.096849826,0.003603913,0.007989404,1.30E-05,0.005882081,3968900,-0.04,0.05,0.46,0.22,0.38
1160,10/18/2021,SIRI,6.269999981,41,7,-0.133531393,0.006255808,-0.018855286,3.91E-05,0.011765626,204782500,-0.04,0.05,0.46,0.22,0.38
1168,10/25/2021,SIRI,6.349999905,16,41,0.075985907,0.003703572,-0.022944681,1.37E-05,0.000831141,31506700,-0.04,0.05,0.46,0.22,0.38
1176,11/1/2021,SIRI,6.309999943,57,16,0,-0.038322728,0.014876139,0.001468631,0.041793487,25929900,-0.04,0.05,0.46,0.22,0.38
1184,11/8/2021,SIRI,6.380000114,29,57,0.035718083,0.027007213,-0.00801932,0.00072939,0.02682288,112251300,0.46,-0.23,-0.7,0.77,0
1192,11/15/2021,SIRI,6.099999905,20,29,-0.129211731,0.040228043,-0.029005961,0.001618295,0.034514948,16837200,0.46,-0.23,-0.7,0.77,0
1200,11/22/2021,SIRI,6.099999905,34,20,-0.300104592,0.039771137,-0.029544008,0.001581743,0.039330933,7194600,0.46,-0.23,-0.7,0.77,0
1208,11/29/2021,SIRI,6.039999962,57,34,-0.162518929,-0.028115967,-0.019054566,0.000790508,0.032024787,35402200,0.46,-0.23,-0.7,0.77,0
1216,12/6/2021,SIRI,6.039999962,8,57,-0.034486176,0.018692075,0.003603913,0.000349394,0.009206081,4700800,0.46,-0.23,-0.7,0.77,0
1224,12/13/2021,SIRI,5.909999847,34,8,0,-0.045197308,0.006255808,0.002042797,0.063218742,132707500,0.46,-0.23,-0.7,0.77,0
1232,12/20/2021,SIRI,5.909999847,14,34,-0.111225635,0.023321953,0.003703572,0.000543913,0.01878724,33204200,0.46,-0.23,-0.7,0.77,0
1240,12/27/2021,SIRI,5.949999809,58,14,-0.133531393,0.005528787,-0.038322728,3.06E-05,0.002058028,17271300,0.46,-0.23,-0.7,0.77,0
4,1/7/2019,SNPS,83.90000153,30,58,0.053109825,-0.011032448,0.027007213,0.000121715,0.011216781,112251300,-0.41,0.13,-0.16,-0.09,-0.29
12,1/14/2019,SNPS,87.70999908,16,30,0,0.057227295,0.040228043,0.003274963,0.0515142,16837200,-0.41,0.13,-0.16,-0.09,-0.29
20,1/21/2019,SNPS,91.48999786,38,16,-0.523248144,-0.016745043,0.039771137,0.000280396,0.017185248,7194600,-0.41,0.13,-0.16,-0.09,-0.29
28,1/28/2019,SNPS,93.55000305,53,38,-0.051293294,0.005108003,-0.028115967,2.61E-05,0.001199184,35402200,-0.41,0.13,-0.16,-0.09,-0.29
36,2/4/2019,SNPS,94.79000092,9,53,-0.10724553,-0.001225698,0.018692075,1.50E-06,0.010711692,4700800,-0.41,0.13,-0.16,-0.09,-0.29
44,2/11/2019,SNPS,94.79000092,40,9,0.117783036,0.068707645,-0.045197308,0.00472074,0.050686211,132707500,-0.41,0.13,-0.16,-0.09,-0.29
52,2/18/2019,SNPS,99.41999817,19,40,0.051293294,-0.000384299,0.023321953,1.48E-07,0.004919012,33204200,-0.41,0.13,-0.16,-0.09,-0.29
60,2/25/2019,SNPS,99.41999817,56,19,0.171850257,0.019553708,0.005528787,0.000382347,0.016082949,17271300,-0.41,0.13,-0.16,-0.09,-0.29
68,3/4/2019,SNPS,99.41999817,34,56,0,0.018838844,-0.011032448,0.000354902,0.018654511,112251300,-0.18,-0.26,-0.11,-0.12,-0.12
76,3/11/2019,SNPS,101.6500015,19,34,0.125163143,0.0273736,0.057227295,0.000749314,0.021660504,16837200,-0.18,-0.26,-0.11,-0.12,-0.12
84,3/18/2019,SNPS,102.3000031,32,19,-0.051293294,-0.085139421,-0.016745043,0.007248721,0.085579626,7194600,-0.18,-0.26,-0.11,-0.12,-0.12
92,3/25/2019,SNPS,103.1900024,62,32,-0.171850257,-0.003828554,0.005108003,1.47E-05,0.007737374,35402200,-0.18,-0.26,-0.11,-0.12,-0.12
100,4/1/2019,SNPS,103.1999969,7,62,0.049596941,-0.026759922,-0.001225698,0.000716093,0.036245916,4700800,-0.18,-0.26,-0.11,-0.12,-0.12
108,4/8/2019,SNPS,109.1699982,40,7,-0.133531393,0.03589642,0.068707645,0.001288553,0.017874986,132707500,-0.18,-0.26,-0.11,-0.12,-0.12
116,4/15/2019,SNPS,110.3099976,19,40,0.051293294,-0.004854485,-0.000384299,2.36E-05,0.009389198,33204200,-0.18,-0.26,-0.11,-0.12,-0.12
124,4/22/2019,SNPS,115.1500015,55,19,0.171850257,0.02569495,0.019553708,0.00066023,0.022224191,17271300,-0.18,-0.26,-0.11,-0.12,-0.12
132,4/29/2019,SNPS,116.5899963,34,55,-0.018018506,0.001554037,0.018838844,2.42E-06,0.001369704,82882400,0.69,0.13,0.27,0,-0.13
140,5/6/2019,SNPS,118.1900024,15,34,0.029852963,0.025756369,0.0273736,0.000663391,0.020043274,8783600,0.69,0.13,0.27,0,-0.13
148,5/13/2019,SNPS,115.9800034,28,15,-0.236388778,0.074905997,-0.085139421,0.005610908,0.074465792,5732900,0.69,0.13,0.27,0,-0.13
156,5/20/2019,SNPS,120.1200027,60,28,-0.278713402,-0.031287619,-0.003828554,0.000978915,0.035196438,34830500,0.69,0.13,0.27,0,-0.13
164,5/27/2019,SNPS,121.6500015,8,60,0.016807118,0.016097981,-0.026759922,0.000259145,0.006611986,4823700,0.69,0.13,0.27,0,-0.13
172,6/3/2019,SNPS,121.6500015,42,8,0,0.244528361,0.03589642,0.05979412,0.226506927,161663500,0.69,0.13,0.27,0,-0.13
180,6/10/2019,SNPS,119.8199997,16,42,0.048790164,-0.07163925,-0.004854485,0.005132182,0.076173963,21573100,0.69,0.13,0.27,0,-0.13
188,6/17/2019,SNPS,119.8199997,52,16,0,0.00024512,0.02569495,6.01E-08,0.003225639,13007300,0.69,0.13,0.27,0,-0.13
196,6/24/2019,SNPS,119.8199997,35,52,-0.074107972,0.057330948,0.001554037,0.003286838,0.057146615,77399200,0.57,0.11,-0.48,0.16,-0.28
204,7/1/2019,SNPS,121.3899994,19,35,0.028987537,0.08754797,0.025756369,0.007664647,0.081834875,7526600,0.57,0.11,-0.48,0.16,-0.28
212,7/8/2019,SNPS,116.7099991,37,19,0,0.029092651,0.074905997,0.000846382,0.028652446,29192700,0.57,0.11,-0.48,0.16,-0.28
220,7/15/2019,SNPS,116.4400024,59,37,0,-0.002040918,-0.031287619,4.17E-06,0.005949737,30097300,0.57,0.11,-0.48,0.16,-0.28
228,7/22/2019,SNPS,123.9000015,19,59,0,-0.007612343,0.016097981,5.79E-05,0.017098337,7225500,0.57,0.11,-0.48,0.16,-0.28
236,7/29/2019,SNPS,124.8000031,79,19,0.864997437,-0.046216767,0.244528361,0.00213599,0.064238201,161633500,0.57,0.11,-0.48,0.16,-0.28
244,8/5/2019,SNPS,128.8399963,22,79,0.680568398,-0.020709197,-0.07163925,0.000428871,0.02524391,19330700,0.57,0.11,-0.48,0.16,-0.28
252,8/12/2019,SNPS,128.6900024,55,22,0.318453731,0.010360242,0.00024512,0.000107335,0.006889483,9669500,0.57,0.11,-0.48,0.16,-0.28
260,8/19/2019,SNPS,135.3999939,39,55,-0.018018506,0.004389141,0.057330948,1.93E-05,0.004204808,82639800,0.43,0.28,1.33,0.03,0.31
268,8/26/2019,SNPS,137.4100037,13,39,0.137201122,0.0215365,0.08754797,0.000463821,0.015823405,6418400,0.43,0.28,1.33,0.03,0.31
276,9/2/2019,SNPS,134.9900055,61,13,-0.379489622,0.015475429,0.029092651,0.000239489,0.015035224,15417400,0.43,0.28,1.33,0.03,0.31
284,9/9/2019,SNPS,137.0899963,54,61,0.499955952,-0.017457135,-0.002040918,0.000304752,0.021365954,27015000,0.43,0.28,1.33,0.03,0.31
292,9/16/2019,SNPS,129.3500061,11,54,-0.088553397,0.000807907,-0.007612343,6.53E-07,0.008678087,5553200,0.43,0.28,1.33,0.03,0.31
300,9/23/2019,SNPS,129.3500061,43,11,0.318453731,0.073305199,-0.046216767,0.005373652,0.055283765,140968500,0.43,0.28,1.33,0.03,0.31
308,9/30/2019,SNPS,131,29,43,0.047628049,0.017384437,-0.020709197,0.000302219,0.012849724,15646200,0.43,0.28,1.33,0.03,0.31
316,10/7/2019,SNPS,131,55,29,0.422856851,-0.018726436,0.010360242,0.000350679,0.022197195,8734400,0.43,0.28,1.33,0.03,0.31
324,10/14/2019,SNPS,131,49,55,0,0.010167142,0.004389141,0.000103371,0.009982809,75932800,-0.18,-0.08,-0.26,0.13,-0.05
332,10/21/2019,SNPS,128.9799957,15,49,0.365459773,-0.010207276,0.0215365,0.000104188,0.015920372,6352900,-0.18,-0.08,-0.26,0.13,-0.05
340,10/28/2019,SNPS,135.0500031,42,15,-0.064538521,-0.04775097,0.015475429,0.002280155,0.048191175,6977100,-0.18,-0.08,-0.26,0.13,-0.05
348,11/4/2019,SNPS,141.8099976,62,42,0.126751706,0.029403281,-0.017457135,0.000864553,0.025494462,27593900,-0.18,-0.08,-0.26,0.13,-0.05
356,11/11/2019,SNPS,145.5099945,9,62,0.049596941,0.025371032,0.000807907,0.000643689,0.015885038,3888100,-0.18,-0.08,-0.26,0.13,-0.05
364,11/18/2019,SNPS,134.6399994,39,9,0,0.043615692,0.073305199,0.001902329,0.025594257,113499000,-0.18,-0.08,-0.26,0.13,-0.05
372,11/25/2019,SNPS,135.7200012,23,39,-0.025317808,-0.01772337,0.017384437,0.000314118,0.022258083,15559300,-0.18,-0.08,-0.26,0.13,-0.05
380,12/2/2019,SNPS,136.2100067,55,23,0.191055237,-0.036102313,-0.018726436,0.001303377,0.039573072,8522700,-0.18,-0.08,-0.26,0.13,-0.05
388,12/9/2019,SNPS,138.7799988,77,55,0,-0.016023669,0.010167142,0.000256758,0.016208002,95113100,0.02,-0.37,-0.37,0.05,-0.36
396,12/16/2019,SNPS,138.6100006,23,77,0.78845736,-0.016019828,-0.010207276,0.000256635,0.021732924,8755000,0.02,-0.37,-0.37,0.05,-0.36
404,12/23/2019,SNPS,134.9499969,42,23,0.362905494,0.16440476,-0.04775097,0.027028925,0.163964555,9990600,0.02,-0.37,-0.37,0.05,-0.36
412,12/30/2019,SNPS,137.1399994,59,42,0.100083459,-0.014232166,0.029403281,0.000202555,0.018140986,41255300,0.02,-0.37,-0.37,0.05,-0.36
420,1/6/2020,SNPS,136.1000061,10,59,0,-0.031483219,0.025371032,0.000991193,0.040969213,7284200,0.02,-0.37,-0.37,0.05,-0.36
428,1/13/2020,SNPS,136.1000061,41,10,0.105360516,-0.055851358,0.043615692,0.003119374,0.073872792,168117500,0.02,-0.37,-0.37,0.05,-0.36
436,1/20/2020,SNPS,136.2100067,33,41,0,-0.008425205,-0.01772337,7.10E-05,0.012959918,20409100,0.02,-0.37,-0.37,0.05,-0.36
444,1/27/2020,SNPS,136.2100067,54,33,0.405465108,0.006638562,-0.036102313,4.41E-05,0.003167803,10924400,0.02,-0.37,-0.37,0.05,-0.36
452,2/3/2020,SNPS,139.7100067,40,54,-0.018349139,0.024656808,-0.016023669,0.000607958,0.024472475,118192100,0.88,0.93,-0.7,0.15,-0.07
460,2/10/2020,SNPS,139.7100067,67,40,0.025317808,0.004690604,-0.016019828,2.20E-05,0.001022491,8000300,0.88,0.93,-0.7,0.15,-0.07
468,2/17/2020,SNPS,135.3800049,34,67,1.26025364,0.060214246,0.16440476,0.003625755,0.059774042,11086700,0.88,0.93,-0.7,0.15,-0.07
476,2/24/2020,SNPS,141.0399933,62,34,-0.084557388,0.028615829,-0.014232166,0.000818866,0.024707009,33100500,0.88,0.93,-0.7,0.15,-0.07
484,3/2/2020,SNPS,134.2100067,14,62,0.032789823,0.040957815,-0.031483219,0.001677543,0.031471821,5131600,0.88,0.93,-0.7,0.15,-0.07
492,3/9/2020,SNPS,136.6999969,37,14,0.336472237,-0.009351825,-0.055851358,8.75E-05,0.027373259,119562500,0.88,0.93,-0.7,0.15,-0.07
500,3/16/2020,SNPS,139.8800049,46,37,-0.102654154,0.026980786,-0.008425205,0.000727963,0.022446073,18147000,0.88,0.93,-0.7,0.15,-0.07
508,3/23/2020,SNPS,140.6199951,56,46,0.693147181,-0.000509015,0.006638562,2.59E-07,0.003979774,16629800,0.88,0.93,-0.7,0.15,-0.07
516,3/30/2020,SNPS,141.7599945,32,56,0.018018506,-0.021724257,0.024656808,0.000471943,0.02190859,69842400,-0.85,-0.11,0.62,-0.07,0.22
524,4/6/2020,SNPS,148.4600067,35,32,-0.197825743,0.030654484,0.004690604,0.000939697,0.024941389,8983300,-0.85,-0.11,0.62,-0.07,0.22
532,4/13/2020,SNPS,151.8600006,27,35,0.610909082,-0.008952985,0.060214246,8.02E-05,0.00939319,7711600,-0.85,-0.11,0.62,-0.07,0.22
540,4/20/2020,SNPS,154.0500031,53,27,-0.315081047,0.010363987,0.028615829,0.000107412,0.006455167,25973100,-0.85,-0.11,0.62,-0.07,0.22
548,4/27/2020,SNPS,147.5099945,10,53,-0.10724553,-0.049637703,0.040957815,0.002463902,0.059123697,4807500,-0.85,-0.11,0.62,-0.07,0.22
556,5/4/2020,SNPS,147.5099945,34,10,0,0.017872942,-0.009351825,0.000319442,0.000148492,248298500,-0.85,-0.11,0.62,-0.07,0.22
564,5/11/2020,SNPS,154.2799988,15,34,-0.187211542,0.017809059,0.026980786,0.000317163,0.013274346,20495400,-0.85,-0.11,0.62,-0.07,0.22
572,5/18/2020,SNPS,154.2799988,55,15,-0.427444015,-0.010365506,-0.000509015,0.000107444,0.013836264,13225800,-0.85,-0.11,0.62,-0.07,0.22
580,5/25/2020,SNPS,163.3500061,33,55,0,0.013091118,-0.021724257,0.000171377,0.012906785,82007900,-0.33,0.08,0.26,-0.12,-0.1
588,6/1/2020,SNPS,163.3500061,21,33,-0.167054085,0.098569553,0.030654484,0.009715957,0.092856458,9302100,-0.33,0.08,0.26,-0.12,-0.1
596,6/8/2020,SNPS,149.3300018,30,21,0,-0.030064069,-0.008952985,0.000903848,0.030504274,6477300,-0.33,0.08,0.26,-0.12,-0.1
604,6/15/2020,SNPS,137.9299927,91,30,-0.209720531,0.026860275,0.010363987,0.000721474,0.022951456,35023900,-0.33,0.08,0.26,-0.12,-0.1
612,6/22/2020,SNPS,137.7200012,8,91,0.433322063,0.018382934,-0.049637703,0.000337932,0.00889694,4330900,-0.33,0.08,0.26,-0.12,-0.1
620,6/29/2020,SNPS,129.8800049,33,8,-0.223143551,0.064838052,0.017872942,0.004203973,0.046816618,203766500,-0.33,0.08,0.26,-0.12,-0.1
628,7/6/2020,SNPS,110,24,33,-0.167054085,0.034299146,0.017809059,0.001176431,0.029764434,23754600,-0.33,0.08,0.26,-0.12,-0.1
636,7/13/2020,SNPS,124.3799973,58,24,0,-0.029634655,-0.010365506,0.000878213,0.033105414,12436600,-0.33,0.08,0.26,-0.12,-0.1
644,7/20/2020,SNPS,124.5500031,62,58,0.053109825,0.036883578,0.013091118,0.001360398,0.036699245,71489100,0.71,0.01,0.02,-0.2,0.03
652,7/27/2020,SNPS,136.5800018,22,62,0.438254931,0.061034722,0.098569553,0.003725237,0.055321626,10026600,0.71,0.01,0.02,-0.2,0.03
660,8/3/2020,SNPS,154.9799957,37,22,0,0.050610265,-0.030064069,0.002561399,0.05017006,6163300,0.71,0.01,0.02,-0.2,0.03
668,8/10/2020,SNPS,153.0299988,61,37,0,-0.002371131,0.026860275,5.62E-06,0.00627995,24507500,0.71,0.01,0.02,-0.2,0.03
676,8/17/2020,SNPS,149.6399994,9,61,0,0.022996226,0.018382934,0.000528826,0.013510232,4118400,0.71,0.01,0.02,-0.2,0.03
684,8/24/2020,SNPS,149.6399994,31,9,-0.105360516,0.123720952,0.064838052,0.015306874,0.105699518,191977500,0.71,0.01,0.02,-0.2,0.03
692,8/31/2020,SNPS,160.1699982,26,31,-0.176930708,0.018076298,0.034299146,0.000326753,0.013541585,17476600,0.71,0.01,0.02,-0.2,0.03
700,9/7/2020,SNPS,160.1699982,56,26,0,0.025251558,-0.029634655,0.000637641,0.021780799,10647400,0.71,0.01,0.02,-0.2,0.03
708,9/14/2020,SNPS,158.7299957,57,56,0.018018506,-0.005586601,0.036883578,3.12E-05,0.005770934,73477600,0.11,0.2,-0.3,-0.09,0.34
716,9/21/2020,SNPS,171.1100006,30,57,0.15123097,0.028112464,0.061034722,0.000790311,0.022399369,8390000,0.11,0.2,-0.3,-0.09,0.34
724,9/28/2020,SNPS,171.1100006,36,30,0.265703166,0.003636648,0.050610265,1.32E-05,0.003196443,7303900,0.11,0.2,-0.3,-0.09,0.34
732,10/5/2020,SNPS,180.9100037,61,36,0,-0.003737496,-0.002371131,1.40E-05,0.007646316,22265400,0.11,0.2,-0.3,-0.09,0.34
740,10/12/2020,SNPS,182.9700012,14,61,0,0.005276235,0.022996226,2.78E-05,0.004209759,3795900,0.11,0.2,-0.3,-0.09,0.34
748,10/19/2020,SNPS,179.6000061,42,14,0.336472237,0.059325747,0.123720952,0.003519544,0.041304313,169205000,0.11,0.2,-0.3,-0.09,0.34
756,10/26/2020,SNPS,184.4499969,24,42,0.126751706,-0.002951149,0.018076298,8.71E-06,0.007485861,16915400,0.11,0.2,-0.3,-0.09,0.34
764,11/2/2020,SNPS,190.4199982,71,24,0,-0.00206937,0.025251558,4.28E-06,0.005540129,13149800,0.11,0.2,-0.3,-0.09,0.34
772,11/9/2020,SNPS,197.5800018,57,71,0.237328186,-0.007027396,-0.005586601,4.94E-05,0.007211729,84217300,-0.53,0.33,0.65,-0.02,0.51
780,11/16/2020,SNPS,198.0099945,11,57,0,-0.030217285,0.028112464,0.000913084,0.03593038,7123200,-0.53,0.33,0.65,-0.02,0.51
788,11/23/2020,SNPS,196.2799988,25,11,-0.737598943,0.003623571,0.003636648,1.31E-05,0.003183366,9067700,-0.53,0.33,0.65,-0.02,0.51
796,11/30/2020,SNPS,193.3699951,38,25,-0.3074847,0.007911485,-0.003737496,6.26E-05,0.004002666,27591300,-0.53,0.33,0.65,-0.02,0.51
804,12/7/2020,SNPS,199.2200012,14,38,-0.473287704,0.008074266,0.005276235,6.52E-05,0.001411728,4146400,-0.53,0.33,0.65,-0.02,0.51
812,12/14/2020,SNPS,199.2200012,31,14,0.336472237,0.028923816,0.059325747,0.000836587,0.010902382,373046000,-0.53,0.33,0.65,-0.02,0.51
820,12/21/2020,SNPS,198.7899933,18,31,-0.09237332,-0.00561587,-0.002951149,3.15E-05,0.010150583,38317600,-0.53,0.33,0.65,-0.02,0.51
828,12/28/2020,SNPS,198.7899933,63,18,-0.287682072,0.011968489,-0.00206937,0.000143245,0.00849773,10188400,-0.53,0.33,0.65,-0.02,0.51
836,1/4/2021,SNPS,196.1600037,45,63,0.117783036,-0.012775213,-0.007027396,0.000163206,0.012959546,120036000,0.35,-0.27,-0.45,-0.17,-0.36
844,1/11/2021,SNPS,213.1000061,12,45,0,0.011980207,-0.030217285,0.000143525,0.006267112,9211000,0.35,-0.27,-0.45,-0.17,-0.36
852,1/18/2021,SNPS,219.4900055,23,12,-0.606135804,0.024169584,0.003623571,0.000584169,0.023729379,5074200,0.35,-0.27,-0.45,-0.17,-0.36
860,1/25/2021,SNPS,208.9799957,44,23,-0.265703166,0.014861459,0.007911485,0.000220863,0.010952639,45751100,0.35,-0.27,-0.45,-0.17,-0.36
868,2/1/2021,SNPS,200.2400055,13,44,-0.32668423,0.046180159,0.008074266,0.002132607,0.036694165,4235300,0.35,-0.27,-0.45,-0.17,-0.36
876,2/8/2021,SNPS,197.9299927,41,13,0,0.076332149,0.028923816,0.005826597,0.058310714,263236500,0.35,-0.27,-0.45,-0.17,-0.36
884,2/15/2021,SNPS,208.5,18,41,0.187211542,0.016676761,-0.00561587,0.000278114,0.012142048,25599800,0.35,-0.27,-0.45,-0.17,-0.36
892,2/22/2021,SNPS,212.0500031,61,18,-0.287682072,0.010561934,0.011968489,0.000111554,0.007091175,16493800,0.35,-0.27,-0.45,-0.17,-0.36
900,3/1/2021,SNPS,222.8200073,54,61,0.050430854,0.023995516,-0.012775213,0.000575785,0.023811183,120036000,0.68,-0.06,-0.28,0.33,0.07
908,3/8/2021,SNPS,226.4799957,25,54,0,0.033493377,0.011980207,0.001121806,0.027780282,9211000,0.68,-0.06,-0.28,0.33,0.07
916,3/15/2021,SNPS,226.7400055,33,25,0.127833372,0.013897131,0.024169584,0.00019313,0.013456926,5074200,0.68,-0.06,-0.28,0.33,0.07
924,3/22/2021,SNPS,213.8600006,55,33,0.09531018,0.037658155,0.014861459,0.001418137,0.033749335,45751100,0.68,-0.06,-0.28,0.33,0.07
